"date","region","region_original","hospitalization","icu"
2021-06-09,"NB","NB",4,2
2021-06-09,"MB","MB",293,67
2021-06-09,"PE","PEI",0,0
2021-06-09,"SK","SK",89,20
2021-06-09,"NL","NL",1,0
2021-06-09,"NT","NT",0,0
2021-06-09,"YT","YT",0,0
2021-06-09,"NU","NU",0,0
2021-06-11,"CAN","CAN",1598,725
2021-06-11,"BC","BC",176,49
2021-06-11,"AB","AB",306,81
2021-06-11,"ON","ON",489,440
2021-06-11,"QC","QC",251,64
2021-06-11,"NS","NS",4,6
2021-06-11,"NB","NB",4,2
2021-06-11,"MB","MB",286,64
2021-06-11,"PE","PEI",0,0
2021-06-11,"SK","SK",82,19
2021-06-11,"NL","NL",0,0
2021-06-11,"NT","NT",0,0
2021-06-11,"YT","YT",0,0
2021-06-11,"NU","NU",0,0
2021-06-14,"CAN","CAN",1387,670
2021-06-14,"BC","BC",162,45
2021-06-14,"AB","AB",272,75
2021-06-14,"ON","ON",384,409
2021-06-14,"QC","QC",214,54
2021-06-14,"NS","NS",2,4
2021-06-14,"NB","NB",7,3
2021-06-14,"MB","MB",271,60
2021-06-14,"PE","PEI",0,0
2021-06-14,"SK","SK",75,20
2021-06-14,"NL","NL",0,0
2021-06-14,"NT","NT",0,0
2021-06-14,"YT","YT",0,0
2021-06-14,"NU","NU",0,0
2021-06-16,"CAN","CAN",1416,619
2021-06-16,"BC","BC",139,39
2021-06-16,"AB","AB",271,68
2021-06-16,"ON","ON",438,377
2021-06-16,"QC","QC",209,50
2021-06-16,"NS","NS",2,4
2021-06-16,"NB","NB",8,3
2021-06-16,"MB","MB",266,63
2021-06-16,"PE","PEI",0,0
2021-06-16,"SK","SK",82,15
2021-06-16,"NL","NL",1,0
2021-06-16,"NT","NT",0,0
2021-06-16,"YT","YT",0,0
2021-06-16,"NU","NU",0,0
2021-06-18,"CAN","CAN",1261,567
2021-06-18,"BC","BC",131,44
2021-06-18,"AB","AB",242,58
2021-06-18,"ON","ON",378,352
2021-06-18,"QC","QC",175,39
2021-06-18,"NS","NS",3,3
2021-06-18,"NB","NB",6,2
2021-06-18,"MB","MB",246,60
2021-06-18,"PE","PEI",0,0
2021-06-18,"SK","SK",78,9
2021-06-18,"NL","NL",2,0
2021-06-18,"NT","NT",0,0
2021-06-18,"YT","YT",0,0
2021-06-18,"NU","NU",0,0
2021-06-21,"CAN","CAN",1096,535
2021-06-21,"BC","BC",128,48
2021-06-21,"AB","AB",214,53
2021-06-21,"ON","ON",261,323
2021-06-21,"QC","QC",168,39
2021-06-21,"NS","NS",2,1
2021-06-21,"NB","NB",6,2
2021-06-21,"MB","MB",233,57
2021-06-21,"PE","PEI",0,0
2021-06-21,"SK","SK",79,12
2021-06-21,"NL","NL",2,0
2021-06-21,"NT","NT",0,0
2021-06-21,"YT","YT",3,0
2021-06-21,"NU","NU",0,0
2021-06-23,"CAN","CAN",1046,512
2021-06-23,"BC","BC",111,41
2021-06-23,"AB","AB",200,54
2021-06-23,"ON","ON",295,305
2021-06-23,"QC","QC",161,40
2021-06-23,"NS","NS",2,1
2021-06-23,"NB","NB",5,2
2021-06-23,"MB","MB",209,57
2021-06-23,"PE","PEI",0,0
2021-06-23,"SK","SK",63,12
2021-06-23,"NL","NL",0,0
2021-06-23,"NT","NT",0,0
2021-06-23,"YT","YT",0,0
2021-06-23,"NU","NU",0,0
2021-06-25,"CAN","CAN",992,475
2021-06-25,"BC","BC",113,34
2021-06-25,"AB","AB",190,50
2021-06-25,"ON","ON",275,284
2021-06-25,"QC","QC",143,38
2021-06-25,"NS","NS",2,1
2021-06-25,"NB","NB",6,2
2021-06-25,"MB","MB",200,52
2021-06-25,"PE","PEI",0,0
2021-06-25,"SK","SK",62,14
2021-06-25,"NL","NL",1,0
2021-06-25,"NT","NT",0,0
2021-06-25,"YT","YT",0,0
2021-06-25,"NU","NU",0,0
2021-06-28,"CAN","CAN",897,466
2021-06-28,"BC","BC",108,37
2021-06-28,"AB","AB",190,50
2021-06-28,"ON","ON",218,287
2021-06-28,"QC","QC",124,31
2021-06-28,"NS","NS",2,0
2021-06-28,"NB","NB",4,1
2021-06-28,"MB","MB",183,50
2021-06-28,"PE","PEI",0,0
2021-06-28,"SK","SK",67,10
2021-06-28,"NL","NL",1,0
2021-06-28,"NT","NT",0,0
2021-06-28,"YT","YT",0,0
2021-06-28,"NU","NU",0,0
2021-06-30,"CAN","CAN",886,437
2021-06-30,"BC","BC",110,34
2021-06-30,"AB","AB",170,36
2021-06-30,"ON","ON",251,271
2021-06-30,"QC","QC",117,35
2021-06-30,"NS","NS",2,0
2021-06-30,"NB","NB",4,0
2021-06-30,"MB","MB",171,49
2021-06-30,"PE","PEI",0,0
2021-06-30,"SK","SK",60,12
2021-06-30,"NL","NL",1,0
2021-06-30,"NT","NT",0,0
2021-06-30,"YT","YT",0,0
2021-06-30,"NU","NU",0,0
2021-07-05,"CAN","CAN",709,368
2021-07-05,"BC","BC",99,30
2021-07-05,"AB","AB",144,33
2021-07-05,"ON","ON",155,228
2021-07-05,"QC","QC",102,27
2021-07-05,"NS","NS",2,0
2021-07-05,"NB","NB",4,0
2021-07-05,"MB","MB",150,40
2021-07-05,"PE","PEI",0,0
2021-07-05,"SK","SK",53,10
2021-07-05,"NL","NL",0,0
2021-07-05,"NT","NT",0,0
2021-07-05,"YT","YT",0,0
2021-07-05,"NU","NU",0,0
2021-07-07,"CAN","CAN",736,345
2021-07-07,"BC","BC",87,22
2021-07-07,"AB","AB",138,32
2021-07-07,"ON","ON",201,220
2021-07-07,"QC","QC",103,25
2021-07-07,"NS","NS",2,0
2021-07-07,"NB","NB",4,0
2021-07-07,"MB","MB",149,36
2021-07-07,"PE","PEI",0,0
2021-07-07,"SK","SK",52,10
2021-07-07,"NL","NL",0,0
2021-07-07,"NT","NT",0,0
2021-07-07,"YT","YT",0,0
2021-07-07,"NU","NU",0,0
2021-07-09,"CAN","CAN",683,321
2021-07-09,"BC","BC",74,19
2021-07-09,"AB","AB",133,32
2021-07-09,"ON","ON",189,202
2021-07-09,"QC","QC",96,22
2021-07-09,"NS","NS",1,1
2021-07-09,"NB","NB",2,0
2021-07-09,"MB","MB",137,34
2021-07-09,"PE","PEI",0,0
2021-07-09,"SK","SK",51,11
2021-07-09,"NL","NL",0,0
2021-07-09,"NT","NT",0,0
2021-07-09,"YT","YT",0,0
2021-07-09,"NU","NU",0,0
2021-07-12,"CAN","CAN",614,321
2021-07-12,"BC","BC",73,19
2021-07-12,"AB","AB",126,35
2021-07-12,"ON","ON",142,204
2021-07-12,"QC","QC",88,25
2021-07-12,"NS","NS",1,2
2021-07-12,"NB","NB",1,0
2021-07-12,"MB","MB",135,30
2021-07-12,"PE","PEI",0,0
2021-07-12,"SK","SK",48,6
2021-07-12,"NL","NL",0,0
2021-07-12,"NT","NT",0,0
2021-07-12,"YT","YT",0,0
2021-07-12,"NU","NU",0,0
2021-07-14,"CAN","CAN",609,294
2021-07-14,"BC","BC",66,14
2021-07-14,"AB","AB",112,33
2021-07-14,"ON","ON",174,180
2021-07-14,"QC","QC",79,25
2021-07-14,"NS","NS",1,1
2021-07-14,"NB","NB",0,0
2021-07-14,"MB","MB",129,31
2021-07-14,"PE","PEI",0,0
2021-07-14,"SK","SK",47,10
2021-07-14,"NL","NL",1,0
2021-07-14,"NT","NT",0,0
2021-07-14,"YT","YT",0,0
2021-07-14,"NU","NU",0,0
2021-07-16,"CAN","CAN",653,264
2021-07-16,"BC","BC",63,11
2021-07-16,"AB","AB",107,31
2021-07-16,"ON","ON",159,158
2021-07-16,"QC","QC",84,25
2021-07-16,"NS","NS",1,1
2021-07-16,"NB","NB",0,0
2021-07-16,"MB","MB",126,29
2021-07-16,"PE","PEI",0,0
2021-07-16,"SK","SK",43,9
2021-07-16,"NL","NL",1,0
2021-07-16,"NT","NT",0,0
2021-07-16,"YT","YT",69,0
2021-07-16,"NU","NU",0,0
2021-07-19,"CAN","CAN",597,251
2021-07-19,"BC","BC",60,12
2021-07-19,"AB","AB",110,28
2021-07-19,"ON","ON",115,151
2021-07-19,"QC","QC",78,23
2021-07-19,"NS","NS",1,1
2021-07-19,"NB","NB",0,0
2021-07-19,"MB","MB",117,27
2021-07-19,"PE","PEI",0,0
2021-07-19,"SK","SK",44,9
2021-07-19,"NL","NL",3,0
2021-07-19,"NT","NT",0,0
2021-07-19,"YT","YT",69,0
2021-07-19,"NU","NU",0,0
2021-07-21,"CAN","CAN",580,244
2021-07-21,"BC","BC",50,12
2021-07-21,"AB","AB",98,27
2021-07-21,"ON","ON",139,145
2021-07-21,"QC","QC",72,21
2021-07-21,"NS","NS",0,0
2021-07-21,"NB","NB",0,0
2021-07-21,"MB","MB",105,29
2021-07-21,"PE","PEI",0,0
2021-07-21,"SK","SK",49,10
2021-07-21,"NL","NL",2,0
2021-07-21,"NT","NT",0,0
2021-07-21,"YT","YT",65,0
2021-07-21,"NU","NU",0,0
2021-07-23,"CAN","CAN",584,243
2021-07-23,"BC","BC",53,16
2021-07-23,"AB","AB",93,26
2021-07-23,"ON","ON",140,141
2021-07-23,"QC","QC",71,21
2021-07-23,"NS","NS",0,0
2021-07-23,"NB","NB",0,0
2021-07-23,"MB","MB",105,28
2021-07-23,"PE","PEI",0,0
2021-07-23,"SK","SK",48,11
2021-07-23,"NL","NL",2,0
2021-07-23,"NT","NT",0,0
2021-07-23,"YT","YT",72,0
2021-07-23,"NU","NU",0,0
2021-07-26,"CAN","CAN",764,231
2021-07-26,"BC","BC",63,17
2021-07-26,"AB","AB",110,26
2021-07-26,"ON","ON",227,131
2021-07-26,"QC","QC",87,20
2021-07-26,"NS","NS",0,0
2021-07-26,"NB","NB",0,0
2021-07-26,"MB","MB",136,26
2021-07-26,"PE","PEI",0,0
2021-07-26,"SK","SK",62,11
2021-07-26,"NL","NL",2,0
2021-07-26,"NT","NT",0,0
2021-07-26,"YT","YT",77,0
2021-07-26,"NU","NU",0,0
2021-07-28,"CAN","CAN",674,221
2021-07-28,"BC","BC",66,22
2021-07-28,"AB","AB",103,21
2021-07-28,"ON","ON",239,122
2021-07-28,"QC","QC",80,19
2021-07-28,"NS","NS",0,0
2021-07-28,"NB","NB",0,0
2021-07-28,"MB","MB",134,27
2021-07-28,"PE","PEI",0,0
2021-07-28,"SK","SK",50,10
2021-07-28,"NL","NL",2,0
2021-07-28,"NT","NT",0,0
2021-07-28,"YT","YT",0,0
2021-07-28,"NU","NU",0,0
2021-07-30,"CAN","CAN",715,275
2021-07-30,"BC","BC",71,20
2021-07-30,"AB","AB",109,20
2021-07-30,"ON","ON",225,177
2021-07-30,"QC","QC",82,20
2021-07-30,"NS","NS",0,0
2021-07-30,"NB","NB",0,0
2021-07-30,"MB","MB",131,29
2021-07-30,"PE","PEI",0,0
2021-07-30,"SK","SK",43,9
2021-07-30,"NL","NL",2,0
2021-07-30,"NT","NT",0,0
2021-07-30,"YT","YT",52,0
2021-07-30,"NU","NU",0,0
2021-08-03,"CAN","CAN",652,190
2021-08-03,"BC","BC",63,16
2021-08-03,"AB","AB",109,19
2021-08-03,"ON","ON",177,106
2021-08-03,"QC","QC",76,18
2021-08-03,"NS","NS",1,1
2021-08-03,"NB","NB",0,0
2021-08-03,"MB","MB",114,19
2021-08-03,"PE","PEI",0,0
2021-08-03,"SK","SK",58,11
2021-08-03,"NL","NL",2,0
2021-08-03,"NT","NT",0,0
2021-08-03,"YT","YT",52,0
2021-08-03,"NU","NU",0,0
2021-08-05,"CAN","CAN",723,202
2021-08-05,"BC","BC",78,23
2021-08-05,"AB","AB",120,23
2021-08-05,"ON","ON",223,110
2021-08-05,"QC","QC",76,16
2021-08-05,"NS","NS",1,1
2021-08-05,"NB","NB",0,0
2021-08-05,"MB","MB",108,17
2021-08-05,"PE","PEI",0,0
2021-08-05,"SK","SK",56,12
2021-08-05,"NL","NL",2,0
2021-08-05,"NT","NT",0,0
2021-08-05,"YT","YT",59,0
2021-08-05,"NU","NU",0,0
2021-08-09,"CAN","CAN",699,202
2021-08-09,"BC","BC",76,24
2021-08-09,"AB","AB",138,25
2021-08-09,"ON","ON",207,113
2021-08-09,"QC","QC",69,14
2021-08-09,"NS","NS",1,1
2021-08-09,"NB","NB",0,0
2021-08-09,"MB","MB",103,14
2021-08-09,"PE","PEI",0,0
2021-08-09,"SK","SK",56,11
2021-08-09,"NL","NL",2,0
2021-08-09,"NT","NT",0,0
2021-08-09,"YT","YT",47,0
2021-08-09,"NU","NU",0,0
2021-08-11,"CAN","CAN",775,212
2021-08-11,"BC","BC",94,23
2021-08-11,"AB","AB",162,29
2021-08-11,"ON","ON",216,108
2021-08-11,"QC","QC",89,22
2021-08-11,"NS","NS",1,1
2021-08-11,"NB","NB",0,0
2021-08-11,"MB","MB",103,14
2021-08-11,"PE","PEI",0,0
2021-08-11,"SK","SK",65,15
2021-08-11,"NL","NL",2,0
2021-08-11,"NT","NT",0,0
2021-08-11,"YT","YT",43,0
2021-08-11,"NU","NU",0,0
2021-08-13,"CAN","CAN",837,233
2021-08-13,"BC","BC",114,33
2021-08-13,"AB","AB",182,36
2021-08-13,"ON","ON",229,113
2021-08-13,"QC","QC",109,28
2021-08-13,"NS","NS",1,1
2021-08-13,"NB","NB",0,0
2021-08-13,"MB","MB",86,11
2021-08-13,"PE","PEI",0,0
2021-08-13,"SK","SK",69,11
2021-08-13,"NL","NL",2,0
2021-08-13,"NT","NT",0,0
2021-08-13,"YT","YT",45,0
2021-08-13,"NU","NU",0,0
2021-08-16,"CAN","CAN",846,245
2021-08-16,"BC","BC",121,39
2021-08-16,"AB","AB",189,37
2021-08-16,"ON","ON",227,119
2021-08-16,"QC","QC",109,27
2021-08-16,"NS","NS",1,1
2021-08-16,"NB","NB",0,0
2021-08-16,"MB","MB",81,12
2021-08-16,"PE","PEI",0,0
2021-08-16,"SK","SK",74,10
2021-08-16,"NL","NL",1,0
2021-08-16,"NT","NT",0,0
2021-08-16,"YT","YT",43,0
2021-08-16,"NU","NU",0,0
2021-08-18,"CAN","CAN",991,274
2021-08-18,"BC","BC",162,51
2021-08-18,"AB","AB",220,44
2021-08-18,"ON","ON",290,127
2021-08-18,"QC","QC",116,28
2021-08-18,"NS","NS",1,1
2021-08-18,"NB","NB",1,0
2021-08-18,"MB","MB",81,12
2021-08-18,"PE","PEI",0,0
2021-08-18,"SK","SK",79,11
2021-08-18,"NL","NL",0,0
2021-08-18,"NT","NT",1,0
2021-08-18,"YT","YT",40,0
2021-08-18,"NU","NU",0,0
2021-08-20,"CAN","CAN",1090,295
2021-08-20,"BC","BC",177,56
2021-08-20,"AB","AB",241,43
2021-08-20,"ON","ON",332,135
2021-08-20,"QC","QC",117,30
2021-08-20,"NS","NS",1,1
2021-08-20,"NB","NB",1,0
2021-08-20,"MB","MB",83,14
2021-08-20,"PE","PEI",1,0
2021-08-20,"SK","SK",86,16
2021-08-20,"NL","NL",0,0
2021-08-20,"NT","NT",1,0
2021-08-20,"YT","YT",50,0
2021-08-20,"NU","NU",0,0
2021-08-23,"CAN","CAN",1075,316
2021-08-23,"BC","BC",188,59
2021-08-23,"AB","AB",169,48
2021-08-23,"ON","ON",355,151
2021-08-23,"QC","QC",130,31
2021-08-23,"NS","NS",1,1
2021-08-23,"NB","NB",1,0
2021-08-23,"MB","MB",83,14
2021-08-23,"PE","PEI",1,0
2021-08-23,"SK","SK",94,12
2021-08-23,"NL","NL",0,0
2021-08-23,"NT","NT",1,0
2021-08-23,"YT","YT",52,0
2021-08-23,"NU","NU",0,0
2021-08-25,"CAN","CAN",1357,369
2021-08-25,"BC","BC",216,78
2021-08-25,"AB","AB",315,57
2021-08-25,"ON","ON",444,161
2021-08-25,"QC","QC",143,33
2021-08-25,"NS","NS",0,0
2021-08-25,"NB","NB",3,0
2021-08-25,"MB","MB",79,16
2021-08-25,"PE","PEI",1,0
2021-08-25,"SK","SK",108,20
2021-08-25,"NL","NL",0,0
2021-08-25,"NT","NT",12,4
2021-08-25,"YT","YT",36,0
2021-08-25,"NU","NU",0,0
2021-08-27,"CAN","CAN",1467,385
2021-08-27,"BC","BC",232,83
2021-08-27,"AB","AB",372,64
2021-08-27,"ON","ON",464,158
2021-08-27,"QC","QC",162,36
2021-08-27,"NS","NS",0,0
2021-08-27,"NB","NB",3,0
2021-08-27,"MB","MB",86,21
2021-08-27,"PE","PEI",1,0
2021-08-27,"SK","SK",104,19
2021-08-27,"NL","NL",0,0
2021-08-27,"NT","NT",12,4
2021-08-27,"YT","YT",31,0
2021-08-27,"NU","NU",0,0
2021-08-30,"CAN","CAN",1439,405
2021-08-30,"BC","BC",243,84
2021-08-30,"AB","AB",410,74
2021-08-30,"ON","ON",386,160
2021-08-30,"QC","QC",162,37
2021-08-30,"NS","NS",0,0
2021-08-30,"NB","NB",4,1
2021-08-30,"MB","MB",83,18
2021-08-30,"PE","PEI",0,0
2021-08-30,"SK","SK",111,27
2021-08-30,"NL","NL",0,0
2021-08-30,"NT","NT",13,4
2021-08-30,"YT","YT",27,0
2021-08-30,"NU","NU",0,0
2021-09-03,"CAN","CAN",1868,492
2021-09-03,"BC","BC",315,116
2021-09-03,"AB","AB",601,114
2021-09-03,"ON","ON",495,169
2021-09-03,"QC","QC",196,49
2021-09-03,"NS","NS",0,0
2021-09-03,"NB","NB",5,2
2021-09-03,"MB","MB",85,15
2021-09-03,"PE","PEI",0,0
2021-09-03,"SK","SK",134,23
2021-09-03,"NL","NL",0,0
2021-09-03,"NT","NT",14,4
2021-09-03,"YT","YT",23,0
2021-09-03,"NU","NU",0,0
2021-09-10,"CAN","CAN",2368,590
2021-09-10,"BC","BC",392,130
2021-09-10,"AB","AB",833,154
2021-09-10,"ON","ON",538,177
2021-09-10,"QC","QC",279,72
2021-09-10,"NS","NS",1,0
2021-09-10,"NB","NB",9,3
2021-09-10,"MB","MB",93,16
2021-09-10,"PE","PEI",0,0
2021-09-10,"SK","SK",184,32
2021-09-10,"NL","NL",1,0
2021-09-10,"NT","NT",23,6
2021-09-10,"YT","YT",15,0
2021-09-10,"NU","NU",0,0
2021-09-13,"CAN","CAN",2397,638
2021-09-13,"BC","BC",416,135
2021-09-13,"AB","AB",855,169
2021-09-13,"ON","ON",478,189
2021-09-13,"QC","QC",302,75
2021-09-13,"NS","NS",1,0
2021-09-13,"NB","NB",9,3
2021-09-13,"MB","MB",93,16
2021-09-13,"PE","PEI",0,0
2021-09-13,"SK","SK",198,45
2021-09-13,"NL","NL",1,0
2021-09-13,"NT","NT",24,6
2021-09-13,"YT","YT",20,0
2021-09-13,"NU","NU",0,0
2021-09-15,"CAN","CAN",2713,693
2021-09-15,"BC","BC",428,140
2021-09-15,"AB","AB",1034,212
2021-09-15,"ON","ON",534,188
2021-09-15,"QC","QC",335,85
2021-09-15,"NS","NS",4,0
2021-09-15,"NB","NB",19,7
2021-09-15,"MB","MB",83,14
2021-09-15,"PE","PEI",0,0
2021-09-15,"SK","SK",224,40
2021-09-15,"NL","NL",1,0
2021-09-15,"NT","NT",28,7
2021-09-15,"YT","YT",23,0
2021-09-15,"NU","NU",0,0
2021-09-17,"CAN","CAN",2806,721
2021-09-17,"BC","BC",425,134
2021-09-17,"AB","AB",1118,222
2021-09-17,"ON","ON",530,194
2021-09-17,"QC","QC",357,95
2021-09-17,"NS","NS",6,0
2021-09-17,"NB","NB",24,9
2021-09-17,"MB","MB",74,12
2021-09-17,"PE","PEI",0,0
2021-09-17,"SK","SK",218,48
2021-09-17,"NL","NL",0,0
2021-09-17,"NT","NT",32,7
2021-09-17,"YT","YT",22,0
2021-09-17,"NU","NU",0,0
2021-09-20,"CAN","CAN",2765,706
2021-09-20,"BC","BC",434,136
2021-09-20,"AB","AB",1126,215
2021-09-20,"ON","ON",410,177
2021-09-20,"QC","QC",372,92
2021-09-20,"NS","NS",8,0
2021-09-20,"NB","NB",27,10
2021-09-20,"MB","MB",80,14
2021-09-20,"PE","PEI",0,0
2021-09-20,"SK","SK",249,55
2021-09-20,"NL","NL",1,0
2021-09-20,"NT","NT",33,7
2021-09-20,"YT","YT",25,0
2021-09-20,"NU","NU",0,0
2021-09-22,"CAN","CAN",3067,759
2021-09-22,"BC","BC",481,157
2021-09-22,"AB","AB",1270,230
2021-09-22,"ON","ON",486,187
2021-09-22,"QC","QC",371,91
2021-09-22,"NS","NS",10,0
2021-09-22,"NB","NB",26,15
2021-09-22,"MB","MB",80,14
2021-09-22,"PE","PEI",0,0
2021-09-22,"SK","SK",265,54
2021-09-22,"NL","NL",1,0
2021-09-22,"NT","NT",38,11
2021-09-22,"YT","YT",39,0
2021-09-22,"NU","NU",0,0
2021-09-24,"CAN","CAN",3143,755
2021-09-24,"BC","BC",478,148
2021-09-24,"AB","AB",1284,226
2021-09-24,"ON","ON",501,193
2021-09-24,"QC","QC",389,91
2021-09-24,"NS","NS",13,1
2021-09-24,"NB","NB",39,12
2021-09-24,"MB","MB",82,14
2021-09-24,"PE","PEI",0,0
2021-09-24,"SK","SK",273,58
2021-09-24,"NL","NL",2,0
2021-09-24,"NT","NT",42,12
2021-09-24,"YT","YT",40,0
2021-09-24,"NU","NU",0,0
2021-09-27,"CAN","CAN",3047,776
2021-09-27,"BC","BC",468,149
2021-09-27,"AB","AB",1304,243
2021-09-27,"ON","ON",370,184
2021-09-27,"QC","QC",394,95
2021-09-27,"NS","NS",13,1
2021-09-27,"NB","NB",48,15
2021-09-27,"MB","MB",82,14
2021-09-27,"PE","PEI",0,0
2021-09-27,"SK","SK",281,63
2021-09-27,"NL","NL",3,0
2021-09-27,"NT","NT",42,12
2021-09-27,"YT","YT",42,0
2021-09-27,"NU","NU",0,0
2021-09-29,"CAN","CAN",3244,780
2021-09-29,"BC","BC",457,141
2021-09-29,"AB","AB",1363,263
2021-09-29,"ON","ON",464,172
2021-09-29,"QC","QC",397,91
2021-09-29,"NS","NS",13,1
2021-09-29,"NB","NB",56,16
2021-09-29,"MB","MB",96,19
2021-09-29,"PE","PEI",0,0
2021-09-29,"SK","SK",311,65
2021-09-29,"NL","NL",4,0
2021-09-29,"NT","NT",45,12
2021-09-29,"YT","YT",38,0
2021-09-29,"NU","NU",0,0
2021-10-01,"CAN","CAN",3080,773
2021-10-01,"BC","BC",466,138
2021-10-01,"AB","AB",1329,263
2021-10-01,"ON","ON",305,159
2021-10-01,"QC","QC",378,88
2021-10-01,"NS","NS",14,4
2021-10-01,"NB","NB",65,20
2021-10-01,"MB","MB",111,19
2021-10-01,"PE","PEI",0,0
2021-10-01,"SK","SK",321,69
2021-10-01,"NL","NL",14,0
2021-10-01,"NT","NT",50,13
2021-10-01,"YT","YT",27,0
2021-10-01,"NU","NU",0,0
2021-10-04,"CAN","CAN",3080,773
2021-10-04,"BC","BC",466,138
2021-10-04,"AB","AB",1329,263
2021-10-04,"ON","ON",305,159
2021-10-04,"QC","QC",378,88
2021-10-04,"NS","NS",14,4
2021-10-04,"NB","NB",65,20
2021-10-04,"MB","MB",111,19
2021-10-04,"PE","PEI",0,0
2021-10-04,"SK","SK",321,69
2021-10-04,"NL","NL",14,0
2021-10-04,"NT","NT",50,13
2021-10-04,"YT","YT",27,0
2021-10-04,"NU","NU",0,0
2021-10-06,"CAN","CAN",3304,774
2021-10-06,"BC","BC",489,144
2021-10-06,"AB","AB",1346,252
2021-10-06,"ON","ON",436,156
2021-10-06,"QC","QC",384,90
2021-10-06,"NS","NS",15,5
2021-10-06,"NB","NB",73,23
2021-10-06,"MB","MB",116,18
2021-10-06,"PE","PEI",0,0
2021-10-06,"SK","SK",340,73
2021-10-06,"NL","NL",14,0
2021-10-06,"NT","NT",53,13
2021-10-06,"YT","YT",38,0
2021-10-06,"NU","NU",0,0
2021-10-08,"CAN","CAN",3332,764
2021-10-08,"BC","BC",505,132
2021-10-08,"AB","AB",1342,248
2021-10-08,"ON","ON",425,154
2021-10-08,"QC","QC",388,86
2021-10-08,"NS","NS",15,4
2021-10-08,"NB","NB",86,31
2021-10-08,"MB","MB",100,15
2021-10-08,"PE","PEI",0,0
2021-10-08,"SK","SK",348,78
2021-10-08,"NL","NL",14,0
2021-10-08,"NT","NT",63,16
2021-10-08,"YT","YT",46,0
2021-10-08,"NU","NU",0,0
2021-10-12,"CAN","CAN",3172,740
2021-10-12,"BC","BC",497,137
2021-10-12,"AB","AB",1351,250
2021-10-12,"ON","ON",304,149
2021-10-12,"QC","QC",363,72
2021-10-12,"NS","NS",15,2
2021-10-12,"NB","NB",76,20
2021-10-12,"MB","MB",100,15
2021-10-12,"PE","PEI",0,0
2021-10-12,"SK","SK",347,79
2021-10-12,"NL","NL",12,0
2021-10-12,"NT","NT",64,16
2021-10-12,"YT","YT",43,0
2021-10-12,"NU","NU",0,0
2021-10-14,"CAN","CAN",3255,752
2021-10-14,"BC","BC",527,153
2021-10-14,"AB","AB",1263,236
2021-10-14,"ON","ON",412,158
2021-10-14,"QC","QC",374,76
2021-10-14,"NS","NS",12,2
2021-10-14,"NB","NB",82,19
2021-10-14,"MB","MB",110,17
2021-10-14,"PE","PEI",0,0
2021-10-14,"SK","SK",335,75
2021-10-14,"NL","NL",11,0
2021-10-14,"NT","NT",69,16
2021-10-14,"YT","YT",60,0
2021-10-14,"NU","NU",0,0
2021-10-18,"CAN","CAN",3018,765
2021-10-18,"BC","BC",519,152
2021-10-18,"AB","AB",1229,229
2021-10-18,"ON","ON",313,168
2021-10-18,"QC","QC",280,77
2021-10-18,"NS","NS",14,1
2021-10-18,"NB","NB",81,20
2021-10-18,"MB","MB",106,16
2021-10-18,"PE","PEI",0,0
2021-10-18,"SK","SK",335,85
2021-10-18,"NL","NL",6,0
2021-10-18,"NT","NT",72,17
2021-10-18,"YT","YT",63,0
2021-10-18,"NU","NU",0,0
2021-10-20,"CAN","CAN",3162,735
2021-10-20,"BC","BC",528,146
2021-10-20,"AB","AB",1182,218
2021-10-20,"ON","ON",417,159
2021-10-20,"QC","QC",359,72
2021-10-20,"NS","NS",14,4
2021-10-20,"NB","NB",75,18
2021-10-20,"MB","MB",106,16
2021-10-20,"PE","PEI",0,0
2021-10-20,"SK","SK",335,83
2021-10-20,"NL","NL",5,0
2021-10-20,"NT","NT",77,19
2021-10-20,"YT","YT",64,0
2021-10-20,"NU","NU",0,0
2021-10-21,"CAN","CAN",3096,711
2021-10-21,"BC","BC",518,139
2021-10-21,"AB","AB",1131,203
2021-10-21,"ON","ON",435,161
2021-10-21,"QC","QC",346,72
2021-10-21,"NS","NS",15,5
2021-10-21,"NB","NB",71,16
2021-10-21,"MB","MB",107,20
2021-10-21,"PE","PEI",0,0
2021-10-21,"SK","SK",322,76
2021-10-21,"NL","NL",5,0
2021-10-21,"NT","NT",77,19
2021-10-21,"YT","YT",69,0
2021-10-21,"NU","NU",0,0
2021-10-26,"CAN","CAN",2824,654
2021-10-26,"BC","BC",507,142
2021-10-26,"AB","AB",1003,182
2021-10-26,"ON","ON",371,138
2021-10-26,"QC","QC",325,66
2021-10-26,"NS","NS",11,2
2021-10-26,"NB","NB",53,14
2021-10-26,"MB","MB",103,20
2021-10-26,"PE","PEI",0,0
2021-10-26,"SK","SK",293,71
2021-10-26,"NL","NL",1,0
2021-10-26,"NT","NT",78,19
2021-10-26,"YT","YT",79,0
2021-10-26,"NU","NU",0,0
2021-10-28,"CAN","CAN",2777,650
2021-10-28,"BC","BC",579,157
2021-10-28,"AB","AB",994,184
2021-10-28,"ON","ON",329,132
2021-10-28,"QC","QC",321,67
2021-10-28,"NS","NS",10,1
2021-10-28,"NB","NB",48,15
2021-10-28,"MB","MB",77,18
2021-10-28,"PE","PEI",0,0
2021-10-28,"SK","SK",271,57
2021-10-28,"NL","NL",1,0
2021-10-28,"NT","NT",78,19
2021-10-28,"YT","YT",69,0
2021-10-28,"NU","NU",0,0
