"date","source","date_start","date_end","region","sub_region_1","cases","deaths","new_hospitalizations","new_icu","positivity_rate"
"2023-09-29","https://publications.saskatchewan.ca:443/api/v1/products/122146/formats/141609/download","2023-09-17","2023-09-23","SK","Unknown",49,0,,,9.8
"2023-10-13","https://publications.saskatchewan.ca:443/api/v1/products/122202/formats/141765/download","2023-09-10","2023-09-16","SK",,123,2,61,2,9.2
"2023-10-13","https://publications.saskatchewan.ca:443/api/v1/products/122202/formats/141765/download","2023-09-10","2023-09-16","SK","Far North West",,,,,
"2023-10-13","https://publications.saskatchewan.ca:443/api/v1/products/122202/formats/141765/download","2023-09-10","2023-09-16","SK","Far North Central",,,,,
"2023-10-13","https://publications.saskatchewan.ca:443/api/v1/products/122202/formats/141765/download","2023-09-10","2023-09-16","SK","Far North East",,,,,
"2023-10-13","https://publications.saskatchewan.ca:443/api/v1/products/122202/formats/141765/download","2023-09-10","2023-09-16","SK","North West",,,,,
"2023-10-13","https://publications.saskatchewan.ca:443/api/v1/products/122202/formats/141765/download","2023-09-10","2023-09-16","SK","North Central",,,,,
"2023-10-13","https://publications.saskatchewan.ca:443/api/v1/products/122202/formats/141765/download","2023-09-10","2023-09-16","SK","North East",,,,,
"2023-10-13","https://publications.saskatchewan.ca:443/api/v1/products/122202/formats/141765/download","2023-09-10","2023-09-16","SK","Saskatoon",,,,,
"2023-10-13","https://publications.saskatchewan.ca:443/api/v1/products/122202/formats/141765/download","2023-09-10","2023-09-16","SK","Central West",,,,,
"2023-10-13","https://publications.saskatchewan.ca:443/api/v1/products/122202/formats/141765/download","2023-09-10","2023-09-16","SK","Central East",,,,,
"2023-10-13","https://publications.saskatchewan.ca:443/api/v1/products/122202/formats/141765/download","2023-09-10","2023-09-16","SK","Regina",,,,,
"2023-10-13","https://publications.saskatchewan.ca:443/api/v1/products/122202/formats/141765/download","2023-09-10","2023-09-16","SK","South West",,,,,
"2023-10-13","https://publications.saskatchewan.ca:443/api/v1/products/122202/formats/141765/download","2023-09-10","2023-09-16","SK","South Central",,,,,
"2023-10-13","https://publications.saskatchewan.ca:443/api/v1/products/122202/formats/141765/download","2023-09-10","2023-09-16","SK","South East",,,,,
"2023-10-13","https://publications.saskatchewan.ca:443/api/v1/products/122202/formats/141765/download","2023-09-10","2023-09-16","SK","Unknown",123,2,,,9.2
"2023-10-13","https://publications.saskatchewan.ca:443/api/v1/products/122202/formats/141765/download","2023-09-17","2023-09-23","SK",,159,0,66,7,9.5
"2023-10-13","https://publications.saskatchewan.ca:443/api/v1/products/122202/formats/141765/download","2023-09-17","2023-09-23","SK","Far North West",,,,,
"2023-10-13","https://publications.saskatchewan.ca:443/api/v1/products/122202/formats/141765/download","2023-09-17","2023-09-23","SK","Far North Central",,,,,
"2023-10-13","https://publications.saskatchewan.ca:443/api/v1/products/122202/formats/141765/download","2023-09-17","2023-09-23","SK","Far North East",,,,,
"2023-10-13","https://publications.saskatchewan.ca:443/api/v1/products/122202/formats/141765/download","2023-09-17","2023-09-23","SK","North West",,,,,
"2023-10-13","https://publications.saskatchewan.ca:443/api/v1/products/122202/formats/141765/download","2023-09-17","2023-09-23","SK","North Central",,,,,
"2023-10-13","https://publications.saskatchewan.ca:443/api/v1/products/122202/formats/141765/download","2023-09-17","2023-09-23","SK","North East",,,,,
"2023-10-13","https://publications.saskatchewan.ca:443/api/v1/products/122202/formats/141765/download","2023-09-17","2023-09-23","SK","Saskatoon",,,,,
"2023-10-13","https://publications.saskatchewan.ca:443/api/v1/products/122202/formats/141765/download","2023-09-17","2023-09-23","SK","Central West",,,,,
"2023-10-13","https://publications.saskatchewan.ca:443/api/v1/products/122202/formats/141765/download","2023-09-17","2023-09-23","SK","Central East",,,,,
"2023-10-13","https://publications.saskatchewan.ca:443/api/v1/products/122202/formats/141765/download","2023-09-17","2023-09-23","SK","Regina",,,,,
"2023-10-13","https://publications.saskatchewan.ca:443/api/v1/products/122202/formats/141765/download","2023-09-17","2023-09-23","SK","South West",,,,,
"2023-10-13","https://publications.saskatchewan.ca:443/api/v1/products/122202/formats/141765/download","2023-09-17","2023-09-23","SK","South Central",,,,,
"2023-10-13","https://publications.saskatchewan.ca:443/api/v1/products/122202/formats/141765/download","2023-09-17","2023-09-23","SK","South East",,,,,
"2023-10-13","https://publications.saskatchewan.ca:443/api/v1/products/122202/formats/141765/download","2023-09-17","2023-09-23","SK","Unknown",159,0,,,9.5
"2023-10-13","https://publications.saskatchewan.ca:443/api/v1/products/122202/formats/141765/download","2023-09-24","2023-09-30","SK",,229,1,63,4,12.3
"2023-10-13","https://publications.saskatchewan.ca:443/api/v1/products/122202/formats/141765/download","2023-09-24","2023-09-30","SK","Far North West",,,,,
"2023-10-13","https://publications.saskatchewan.ca:443/api/v1/products/122202/formats/141765/download","2023-09-24","2023-09-30","SK","Far North Central",,,,,
"2023-10-13","https://publications.saskatchewan.ca:443/api/v1/products/122202/formats/141765/download","2023-09-24","2023-09-30","SK","Far North East",,,,,
"2023-10-13","https://publications.saskatchewan.ca:443/api/v1/products/122202/formats/141765/download","2023-09-24","2023-09-30","SK","North West",,,,,
"2023-10-13","https://publications.saskatchewan.ca:443/api/v1/products/122202/formats/141765/download","2023-09-24","2023-09-30","SK","North Central",,,,,
"2023-10-13","https://publications.saskatchewan.ca:443/api/v1/products/122202/formats/141765/download","2023-09-24","2023-09-30","SK","North East",,,,,
"2023-10-13","https://publications.saskatchewan.ca:443/api/v1/products/122202/formats/141765/download","2023-09-24","2023-09-30","SK","Saskatoon",,,,,
"2023-10-13","https://publications.saskatchewan.ca:443/api/v1/products/122202/formats/141765/download","2023-09-24","2023-09-30","SK","Central West",,,,,
"2023-10-13","https://publications.saskatchewan.ca:443/api/v1/products/122202/formats/141765/download","2023-09-24","2023-09-30","SK","Central East",,,,,
"2023-10-13","https://publications.saskatchewan.ca:443/api/v1/products/122202/formats/141765/download","2023-09-24","2023-09-30","SK","Regina",,,,,
"2023-10-13","https://publications.saskatchewan.ca:443/api/v1/products/122202/formats/141765/download","2023-09-24","2023-09-30","SK","South West",,,,,
"2023-10-13","https://publications.saskatchewan.ca:443/api/v1/products/122202/formats/141765/download","2023-09-24","2023-09-30","SK","South Central",,,,,
"2023-10-13","https://publications.saskatchewan.ca:443/api/v1/products/122202/formats/141765/download","2023-09-24","2023-09-30","SK","South East",,,,,
"2023-10-13","https://publications.saskatchewan.ca:443/api/v1/products/122202/formats/141765/download","2023-09-24","2023-09-30","SK","Unknown",229,1,,,12.3
"2023-10-13","https://publications.saskatchewan.ca:443/api/v1/products/122202/formats/141765/download","2023-10-01","2023-10-07","SK",,270,3,68,8,13
"2023-10-13","https://publications.saskatchewan.ca:443/api/v1/products/122202/formats/141765/download","2023-10-01","2023-10-07","SK","Far North West",2,,,,5.1
"2023-10-13","https://publications.saskatchewan.ca:443/api/v1/products/122202/formats/141765/download","2023-10-01","2023-10-07","SK","Far North Central",1,,,,100
"2023-10-13","https://publications.saskatchewan.ca:443/api/v1/products/122202/formats/141765/download","2023-10-01","2023-10-07","SK","Far North East",0,,,,0
"2023-10-13","https://publications.saskatchewan.ca:443/api/v1/products/122202/formats/141765/download","2023-10-01","2023-10-07","SK","North West",19,,,,17.9
"2023-10-13","https://publications.saskatchewan.ca:443/api/v1/products/122202/formats/141765/download","2023-10-01","2023-10-07","SK","North Central",10,,,,14.9
"2023-10-13","https://publications.saskatchewan.ca:443/api/v1/products/122202/formats/141765/download","2023-10-01","2023-10-07","SK","North East",8,,,,26.7
"2023-10-13","https://publications.saskatchewan.ca:443/api/v1/products/122202/formats/141765/download","2023-10-01","2023-10-07","SK","Saskatoon",52,,,,12.3
"2023-10-13","https://publications.saskatchewan.ca:443/api/v1/products/122202/formats/141765/download","2023-10-01","2023-10-07","SK","Central West",4,,,,10.8
"2023-10-13","https://publications.saskatchewan.ca:443/api/v1/products/122202/formats/141765/download","2023-10-01","2023-10-07","SK","Central East",12,,,,9.7
"2023-10-13","https://publications.saskatchewan.ca:443/api/v1/products/122202/formats/141765/download","2023-10-01","2023-10-07","SK","Regina",30,,,,12.4
"2023-10-13","https://publications.saskatchewan.ca:443/api/v1/products/122202/formats/141765/download","2023-10-01","2023-10-07","SK","South West",7,,,,11.1
"2023-10-13","https://publications.saskatchewan.ca:443/api/v1/products/122202/formats/141765/download","2023-10-01","2023-10-07","SK","South Central",7,,,,10.3
"2023-10-13","https://publications.saskatchewan.ca:443/api/v1/products/122202/formats/141765/download","2023-10-01","2023-10-07","SK","South East",8,,,,13.8
"2023-10-13","https://publications.saskatchewan.ca:443/api/v1/products/122202/formats/141765/download","2023-10-01","2023-10-07","SK","Unknown",110,3,,,13.9
"2023-10-27","https://publications.saskatchewan.ca:443/api/v1/products/122278/formats/141858/download","2023-09-24","2023-09-30","SK",,229,1,78,5,12.3
"2023-10-27","https://publications.saskatchewan.ca:443/api/v1/products/122278/formats/141858/download","2023-09-24","2023-09-30","SK","Far North West",,,,,
"2023-10-27","https://publications.saskatchewan.ca:443/api/v1/products/122278/formats/141858/download","2023-09-24","2023-09-30","SK","Far North Central",,,,,
"2023-10-27","https://publications.saskatchewan.ca:443/api/v1/products/122278/formats/141858/download","2023-09-24","2023-09-30","SK","Far North East",,,,,
"2023-10-27","https://publications.saskatchewan.ca:443/api/v1/products/122278/formats/141858/download","2023-09-24","2023-09-30","SK","North West",,,,,
"2023-10-27","https://publications.saskatchewan.ca:443/api/v1/products/122278/formats/141858/download","2023-09-24","2023-09-30","SK","North Central",,,,,
"2023-10-27","https://publications.saskatchewan.ca:443/api/v1/products/122278/formats/141858/download","2023-09-24","2023-09-30","SK","North East",,,,,
"2023-10-27","https://publications.saskatchewan.ca:443/api/v1/products/122278/formats/141858/download","2023-09-24","2023-09-30","SK","Saskatoon",,,,,
"2023-10-27","https://publications.saskatchewan.ca:443/api/v1/products/122278/formats/141858/download","2023-09-24","2023-09-30","SK","Central West",,,,,
"2023-10-27","https://publications.saskatchewan.ca:443/api/v1/products/122278/formats/141858/download","2023-09-24","2023-09-30","SK","Central East",,,,,
"2023-10-27","https://publications.saskatchewan.ca:443/api/v1/products/122278/formats/141858/download","2023-09-24","2023-09-30","SK","Regina",,,,,
"2023-10-27","https://publications.saskatchewan.ca:443/api/v1/products/122278/formats/141858/download","2023-09-24","2023-09-30","SK","South West",,,,,
"2023-10-27","https://publications.saskatchewan.ca:443/api/v1/products/122278/formats/141858/download","2023-09-24","2023-09-30","SK","South Central",,,,,
"2023-10-27","https://publications.saskatchewan.ca:443/api/v1/products/122278/formats/141858/download","2023-09-24","2023-09-30","SK","South East",,,,,
"2023-10-27","https://publications.saskatchewan.ca:443/api/v1/products/122278/formats/141858/download","2023-09-24","2023-09-30","SK","Unknown",229,1,,,12.3
"2023-10-27","https://publications.saskatchewan.ca:443/api/v1/products/122278/formats/141858/download","2023-10-01","2023-10-07","SK",,270,3,102,11,13
"2023-10-27","https://publications.saskatchewan.ca:443/api/v1/products/122278/formats/141858/download","2023-10-01","2023-10-07","SK","Far North West",,,,,
"2023-10-27","https://publications.saskatchewan.ca:443/api/v1/products/122278/formats/141858/download","2023-10-01","2023-10-07","SK","Far North Central",,,,,
"2023-10-27","https://publications.saskatchewan.ca:443/api/v1/products/122278/formats/141858/download","2023-10-01","2023-10-07","SK","Far North East",,,,,
"2023-10-27","https://publications.saskatchewan.ca:443/api/v1/products/122278/formats/141858/download","2023-10-01","2023-10-07","SK","North West",,,,,
"2023-10-27","https://publications.saskatchewan.ca:443/api/v1/products/122278/formats/141858/download","2023-10-01","2023-10-07","SK","North Central",,,,,
"2023-10-27","https://publications.saskatchewan.ca:443/api/v1/products/122278/formats/141858/download","2023-10-01","2023-10-07","SK","North East",,,,,
"2023-10-27","https://publications.saskatchewan.ca:443/api/v1/products/122278/formats/141858/download","2023-10-01","2023-10-07","SK","Saskatoon",,,,,
"2023-10-27","https://publications.saskatchewan.ca:443/api/v1/products/122278/formats/141858/download","2023-10-01","2023-10-07","SK","Central West",,,,,
"2023-10-27","https://publications.saskatchewan.ca:443/api/v1/products/122278/formats/141858/download","2023-10-01","2023-10-07","SK","Central East",,,,,
"2023-10-27","https://publications.saskatchewan.ca:443/api/v1/products/122278/formats/141858/download","2023-10-01","2023-10-07","SK","Regina",,,,,
"2023-10-27","https://publications.saskatchewan.ca:443/api/v1/products/122278/formats/141858/download","2023-10-01","2023-10-07","SK","South West",,,,,
"2023-10-27","https://publications.saskatchewan.ca:443/api/v1/products/122278/formats/141858/download","2023-10-01","2023-10-07","SK","South Central",,,,,
"2023-10-27","https://publications.saskatchewan.ca:443/api/v1/products/122278/formats/141858/download","2023-10-01","2023-10-07","SK","South East",,,,,
"2023-10-27","https://publications.saskatchewan.ca:443/api/v1/products/122278/formats/141858/download","2023-10-01","2023-10-07","SK","Unknown",270,3,,,13
"2023-10-27","https://publications.saskatchewan.ca:443/api/v1/products/122278/formats/141858/download","2023-10-08","2023-10-14","SK",,345,3,116,8,14.9
"2023-10-27","https://publications.saskatchewan.ca:443/api/v1/products/122278/formats/141858/download","2023-10-08","2023-10-14","SK","Far North West",,,,,
"2023-10-27","https://publications.saskatchewan.ca:443/api/v1/products/122278/formats/141858/download","2023-10-08","2023-10-14","SK","Far North Central",,,,,
"2023-10-27","https://publications.saskatchewan.ca:443/api/v1/products/122278/formats/141858/download","2023-10-08","2023-10-14","SK","Far North East",,,,,
"2023-10-27","https://publications.saskatchewan.ca:443/api/v1/products/122278/formats/141858/download","2023-10-08","2023-10-14","SK","North West",,,,,
"2023-10-27","https://publications.saskatchewan.ca:443/api/v1/products/122278/formats/141858/download","2023-10-08","2023-10-14","SK","North Central",,,,,
"2023-10-27","https://publications.saskatchewan.ca:443/api/v1/products/122278/formats/141858/download","2023-10-08","2023-10-14","SK","North East",,,,,
"2023-10-27","https://publications.saskatchewan.ca:443/api/v1/products/122278/formats/141858/download","2023-10-08","2023-10-14","SK","Saskatoon",,,,,
"2023-10-27","https://publications.saskatchewan.ca:443/api/v1/products/122278/formats/141858/download","2023-10-08","2023-10-14","SK","Central West",,,,,
"2023-10-27","https://publications.saskatchewan.ca:443/api/v1/products/122278/formats/141858/download","2023-10-08","2023-10-14","SK","Central East",,,,,
"2023-10-27","https://publications.saskatchewan.ca:443/api/v1/products/122278/formats/141858/download","2023-10-08","2023-10-14","SK","Regina",,,,,
"2023-10-27","https://publications.saskatchewan.ca:443/api/v1/products/122278/formats/141858/download","2023-10-08","2023-10-14","SK","South West",,,,,
"2023-10-27","https://publications.saskatchewan.ca:443/api/v1/products/122278/formats/141858/download","2023-10-08","2023-10-14","SK","South Central",,,,,
"2023-10-27","https://publications.saskatchewan.ca:443/api/v1/products/122278/formats/141858/download","2023-10-08","2023-10-14","SK","South East",,,,,
"2023-10-27","https://publications.saskatchewan.ca:443/api/v1/products/122278/formats/141858/download","2023-10-08","2023-10-14","SK","Unknown",345,3,,,14.9
"2023-10-27","https://publications.saskatchewan.ca:443/api/v1/products/122278/formats/141858/download","2023-10-15","2023-10-21","SK",,390,1,101,9,15.5
"2023-10-27","https://publications.saskatchewan.ca:443/api/v1/products/122278/formats/141858/download","2023-10-15","2023-10-21","SK","Far North West",3,,,,75
"2023-10-27","https://publications.saskatchewan.ca:443/api/v1/products/122278/formats/141858/download","2023-10-15","2023-10-21","SK","Far North Central",5,,,,8.6
"2023-10-27","https://publications.saskatchewan.ca:443/api/v1/products/122278/formats/141858/download","2023-10-15","2023-10-21","SK","Far North East",4,,,,11.1
"2023-10-27","https://publications.saskatchewan.ca:443/api/v1/products/122278/formats/141858/download","2023-10-15","2023-10-21","SK","North West",24,,,,15.9
"2023-10-27","https://publications.saskatchewan.ca:443/api/v1/products/122278/formats/141858/download","2023-10-15","2023-10-21","SK","North Central",24,,,,20.3
"2023-10-27","https://publications.saskatchewan.ca:443/api/v1/products/122278/formats/141858/download","2023-10-15","2023-10-21","SK","North East",13,,,,16.9
"2023-10-27","https://publications.saskatchewan.ca:443/api/v1/products/122278/formats/141858/download","2023-10-15","2023-10-21","SK","Saskatoon",79,,,,15.1
"2023-10-27","https://publications.saskatchewan.ca:443/api/v1/products/122278/formats/141858/download","2023-10-15","2023-10-21","SK","Central West",1,,,,3
"2023-10-27","https://publications.saskatchewan.ca:443/api/v1/products/122278/formats/141858/download","2023-10-15","2023-10-21","SK","Central East",26,,,,14.4
"2023-10-27","https://publications.saskatchewan.ca:443/api/v1/products/122278/formats/141858/download","2023-10-15","2023-10-21","SK","Regina",50,,,,18.6
"2023-10-27","https://publications.saskatchewan.ca:443/api/v1/products/122278/formats/141858/download","2023-10-15","2023-10-21","SK","South West",14,,,,22.6
"2023-10-27","https://publications.saskatchewan.ca:443/api/v1/products/122278/formats/141858/download","2023-10-15","2023-10-21","SK","South Central",13,,,,20.3
"2023-10-27","https://publications.saskatchewan.ca:443/api/v1/products/122278/formats/141858/download","2023-10-15","2023-10-21","SK","South East",9,,,,10.3
"2023-10-27","https://publications.saskatchewan.ca:443/api/v1/products/122278/formats/141858/download","2023-10-15","2023-10-21","SK","Unknown",125,1,,,14.6
"2023-11-10","https://publications.saskatchewan.ca:443/api/v1/products/122372/formats/142080/download","2023-10-08","2023-10-14","SK",,345,3,124,9,14.9
"2023-11-10","https://publications.saskatchewan.ca:443/api/v1/products/122372/formats/142080/download","2023-10-08","2023-10-14","SK","Far North West",,,,,
"2023-11-10","https://publications.saskatchewan.ca:443/api/v1/products/122372/formats/142080/download","2023-10-08","2023-10-14","SK","Far North Central",,,,,
"2023-11-10","https://publications.saskatchewan.ca:443/api/v1/products/122372/formats/142080/download","2023-10-08","2023-10-14","SK","Far North East",,,,,
"2023-11-10","https://publications.saskatchewan.ca:443/api/v1/products/122372/formats/142080/download","2023-10-08","2023-10-14","SK","North West",,,,,
"2023-11-10","https://publications.saskatchewan.ca:443/api/v1/products/122372/formats/142080/download","2023-10-08","2023-10-14","SK","North Central",,,,,
"2023-11-10","https://publications.saskatchewan.ca:443/api/v1/products/122372/formats/142080/download","2023-10-08","2023-10-14","SK","North East",,,,,
"2023-11-10","https://publications.saskatchewan.ca:443/api/v1/products/122372/formats/142080/download","2023-10-08","2023-10-14","SK","Saskatoon",,,,,
"2023-11-10","https://publications.saskatchewan.ca:443/api/v1/products/122372/formats/142080/download","2023-10-08","2023-10-14","SK","Central West",,,,,
"2023-11-10","https://publications.saskatchewan.ca:443/api/v1/products/122372/formats/142080/download","2023-10-08","2023-10-14","SK","Central East",,,,,
"2023-11-10","https://publications.saskatchewan.ca:443/api/v1/products/122372/formats/142080/download","2023-10-08","2023-10-14","SK","Regina",,,,,
"2023-11-10","https://publications.saskatchewan.ca:443/api/v1/products/122372/formats/142080/download","2023-10-08","2023-10-14","SK","South West",,,,,
"2023-11-10","https://publications.saskatchewan.ca:443/api/v1/products/122372/formats/142080/download","2023-10-08","2023-10-14","SK","South Central",,,,,
"2023-11-10","https://publications.saskatchewan.ca:443/api/v1/products/122372/formats/142080/download","2023-10-08","2023-10-14","SK","South East",,,,,
"2023-11-10","https://publications.saskatchewan.ca:443/api/v1/products/122372/formats/142080/download","2023-10-08","2023-10-14","SK","Unknown",345,3,,,14.9
"2023-11-10","https://publications.saskatchewan.ca:443/api/v1/products/122372/formats/142080/download","2023-10-15","2023-10-21","SK",,390,1,120,12,15.5
"2023-11-10","https://publications.saskatchewan.ca:443/api/v1/products/122372/formats/142080/download","2023-10-15","2023-10-21","SK","Far North West",,,,,
"2023-11-10","https://publications.saskatchewan.ca:443/api/v1/products/122372/formats/142080/download","2023-10-15","2023-10-21","SK","Far North Central",,,,,
"2023-11-10","https://publications.saskatchewan.ca:443/api/v1/products/122372/formats/142080/download","2023-10-15","2023-10-21","SK","Far North East",,,,,
"2023-11-10","https://publications.saskatchewan.ca:443/api/v1/products/122372/formats/142080/download","2023-10-15","2023-10-21","SK","North West",,,,,
"2023-11-10","https://publications.saskatchewan.ca:443/api/v1/products/122372/formats/142080/download","2023-10-15","2023-10-21","SK","North Central",,,,,
"2023-11-10","https://publications.saskatchewan.ca:443/api/v1/products/122372/formats/142080/download","2023-10-15","2023-10-21","SK","North East",,,,,
"2023-11-10","https://publications.saskatchewan.ca:443/api/v1/products/122372/formats/142080/download","2023-10-15","2023-10-21","SK","Saskatoon",,,,,
"2023-11-10","https://publications.saskatchewan.ca:443/api/v1/products/122372/formats/142080/download","2023-10-15","2023-10-21","SK","Central West",,,,,
"2023-11-10","https://publications.saskatchewan.ca:443/api/v1/products/122372/formats/142080/download","2023-10-15","2023-10-21","SK","Central East",,,,,
"2023-11-10","https://publications.saskatchewan.ca:443/api/v1/products/122372/formats/142080/download","2023-10-15","2023-10-21","SK","Regina",,,,,
"2023-11-10","https://publications.saskatchewan.ca:443/api/v1/products/122372/formats/142080/download","2023-10-15","2023-10-21","SK","South West",,,,,
"2023-11-10","https://publications.saskatchewan.ca:443/api/v1/products/122372/formats/142080/download","2023-10-15","2023-10-21","SK","South Central",,,,,
"2023-11-10","https://publications.saskatchewan.ca:443/api/v1/products/122372/formats/142080/download","2023-10-15","2023-10-21","SK","South East",,,,,
"2023-11-10","https://publications.saskatchewan.ca:443/api/v1/products/122372/formats/142080/download","2023-10-15","2023-10-21","SK","Unknown",390,1,,,15.5
"2023-11-10","https://publications.saskatchewan.ca:443/api/v1/products/122372/formats/142080/download","2023-10-22","2023-10-28","SK",,396,1,120,13,17.1
"2023-11-10","https://publications.saskatchewan.ca:443/api/v1/products/122372/formats/142080/download","2023-10-22","2023-10-28","SK","Far North West",,,,,
"2023-11-10","https://publications.saskatchewan.ca:443/api/v1/products/122372/formats/142080/download","2023-10-22","2023-10-28","SK","Far North Central",,,,,
"2023-11-10","https://publications.saskatchewan.ca:443/api/v1/products/122372/formats/142080/download","2023-10-22","2023-10-28","SK","Far North East",,,,,
"2023-11-10","https://publications.saskatchewan.ca:443/api/v1/products/122372/formats/142080/download","2023-10-22","2023-10-28","SK","North West",,,,,
"2023-11-10","https://publications.saskatchewan.ca:443/api/v1/products/122372/formats/142080/download","2023-10-22","2023-10-28","SK","North Central",,,,,
"2023-11-10","https://publications.saskatchewan.ca:443/api/v1/products/122372/formats/142080/download","2023-10-22","2023-10-28","SK","North East",,,,,
"2023-11-10","https://publications.saskatchewan.ca:443/api/v1/products/122372/formats/142080/download","2023-10-22","2023-10-28","SK","Saskatoon",,,,,
"2023-11-10","https://publications.saskatchewan.ca:443/api/v1/products/122372/formats/142080/download","2023-10-22","2023-10-28","SK","Central West",,,,,
"2023-11-10","https://publications.saskatchewan.ca:443/api/v1/products/122372/formats/142080/download","2023-10-22","2023-10-28","SK","Central East",,,,,
"2023-11-10","https://publications.saskatchewan.ca:443/api/v1/products/122372/formats/142080/download","2023-10-22","2023-10-28","SK","Regina",,,,,
"2023-11-10","https://publications.saskatchewan.ca:443/api/v1/products/122372/formats/142080/download","2023-10-22","2023-10-28","SK","South West",,,,,
"2023-11-10","https://publications.saskatchewan.ca:443/api/v1/products/122372/formats/142080/download","2023-10-22","2023-10-28","SK","South Central",,,,,
"2023-11-10","https://publications.saskatchewan.ca:443/api/v1/products/122372/formats/142080/download","2023-10-22","2023-10-28","SK","South East",,,,,
"2023-11-10","https://publications.saskatchewan.ca:443/api/v1/products/122372/formats/142080/download","2023-10-22","2023-10-28","SK","Unknown",396,1,,,17.1
"2023-11-10","https://publications.saskatchewan.ca:443/api/v1/products/122372/formats/142080/download","2023-10-29","2023-11-04","SK",,442,1,117,7,15.7
"2023-11-10","https://publications.saskatchewan.ca:443/api/v1/products/122372/formats/142080/download","2023-10-29","2023-11-04","SK","Far North West",19,,,,17.6
"2023-11-10","https://publications.saskatchewan.ca:443/api/v1/products/122372/formats/142080/download","2023-10-29","2023-11-04","SK","Far North Central",0,,,,0
"2023-11-10","https://publications.saskatchewan.ca:443/api/v1/products/122372/formats/142080/download","2023-10-29","2023-11-04","SK","Far North East",8,,,,24.2
"2023-11-10","https://publications.saskatchewan.ca:443/api/v1/products/122372/formats/142080/download","2023-10-29","2023-11-04","SK","North West",16,,,,9
"2023-11-10","https://publications.saskatchewan.ca:443/api/v1/products/122372/formats/142080/download","2023-10-29","2023-11-04","SK","North Central",14,,,,9.4
"2023-11-10","https://publications.saskatchewan.ca:443/api/v1/products/122372/formats/142080/download","2023-10-29","2023-11-04","SK","North East",9,,,,15
"2023-11-10","https://publications.saskatchewan.ca:443/api/v1/products/122372/formats/142080/download","2023-10-29","2023-11-04","SK","Saskatoon",104,,,,16.9
"2023-11-10","https://publications.saskatchewan.ca:443/api/v1/products/122372/formats/142080/download","2023-10-29","2023-11-04","SK","Central West",8,,,,19.5
"2023-11-10","https://publications.saskatchewan.ca:443/api/v1/products/122372/formats/142080/download","2023-10-29","2023-11-04","SK","Central East",37,,,,17
"2023-11-10","https://publications.saskatchewan.ca:443/api/v1/products/122372/formats/142080/download","2023-10-29","2023-11-04","SK","Regina",42,,,,16
"2023-11-10","https://publications.saskatchewan.ca:443/api/v1/products/122372/formats/142080/download","2023-10-29","2023-11-04","SK","South West",21,,,,25.9
"2023-11-10","https://publications.saskatchewan.ca:443/api/v1/products/122372/formats/142080/download","2023-10-29","2023-11-04","SK","South Central",13,,,,16.7
"2023-11-10","https://publications.saskatchewan.ca:443/api/v1/products/122372/formats/142080/download","2023-10-29","2023-11-04","SK","South East",22,,,,18.5
"2023-11-10","https://publications.saskatchewan.ca:443/api/v1/products/122372/formats/142080/download","2023-10-29","2023-11-04","SK","Unknown",129,1,,,14.9
"2023-11-24","https://publications.saskatchewan.ca/api/v1/products/122440/formats/142154/download","2023-10-22","2023-10-28","SK",,396,1,127,13,17.1
"2023-11-24","https://publications.saskatchewan.ca/api/v1/products/122440/formats/142154/download","2023-10-22","2023-10-28","SK","Far North West",,,,,
"2023-11-24","https://publications.saskatchewan.ca/api/v1/products/122440/formats/142154/download","2023-10-22","2023-10-28","SK","Far North Central",,,,,
"2023-11-24","https://publications.saskatchewan.ca/api/v1/products/122440/formats/142154/download","2023-10-22","2023-10-28","SK","Far North East",,,,,
"2023-11-24","https://publications.saskatchewan.ca/api/v1/products/122440/formats/142154/download","2023-10-22","2023-10-28","SK","North West",,,,,
"2023-11-24","https://publications.saskatchewan.ca/api/v1/products/122440/formats/142154/download","2023-10-22","2023-10-28","SK","North Central",,,,,
"2023-11-24","https://publications.saskatchewan.ca/api/v1/products/122440/formats/142154/download","2023-10-22","2023-10-28","SK","North East",,,,,
"2023-11-24","https://publications.saskatchewan.ca/api/v1/products/122440/formats/142154/download","2023-10-22","2023-10-28","SK","Saskatoon",,,,,
"2023-11-24","https://publications.saskatchewan.ca/api/v1/products/122440/formats/142154/download","2023-10-22","2023-10-28","SK","Central West",,,,,
"2023-11-24","https://publications.saskatchewan.ca/api/v1/products/122440/formats/142154/download","2023-10-22","2023-10-28","SK","Central East",,,,,
"2023-11-24","https://publications.saskatchewan.ca/api/v1/products/122440/formats/142154/download","2023-10-22","2023-10-28","SK","Regina",,,,,
"2023-11-24","https://publications.saskatchewan.ca/api/v1/products/122440/formats/142154/download","2023-10-22","2023-10-28","SK","South West",,,,,
"2023-11-24","https://publications.saskatchewan.ca/api/v1/products/122440/formats/142154/download","2023-10-22","2023-10-28","SK","South Central",,,,,
"2023-11-24","https://publications.saskatchewan.ca/api/v1/products/122440/formats/142154/download","2023-10-22","2023-10-28","SK","South East",,,,,
"2023-11-24","https://publications.saskatchewan.ca/api/v1/products/122440/formats/142154/download","2023-10-22","2023-10-28","SK","Unknown",396,1,,,17.1
"2023-11-24","https://publications.saskatchewan.ca/api/v1/products/122440/formats/142154/download","2023-10-29","2023-11-04","SK",,442,2,139,8,15.7
"2023-11-24","https://publications.saskatchewan.ca/api/v1/products/122440/formats/142154/download","2023-10-29","2023-11-04","SK","Far North West",,,,,
