"region","episode_year","episode_week","episode_week_date_start","episode_week_date_end","episode_week_group","age_group","gender","count","hospital_status_Hospitalized - ICU","hospital_status_Hospitalized - Non-ICU","hospital_status_Not Hospitalized","hospital_status_Not stated/Unknown","death_No","death_Not Stated","death_Yes"
"Quebec","2021","44","2021-10-31","2021-11-06","No grouping","30-39","Not stated/Other",1,0,0,0,1,0,1,0
"Quebec","2021","44","2021-10-31","2021-11-06","No grouping","40-49","Female",262,1,4,0,257,0,262,0
"Quebec","2021","44","2021-10-31","2021-11-06","No grouping","40-49","Male",243,2,3,0,238,0,243,0
"Quebec","2021","44","2021-10-31","2021-11-06","No grouping","40-49","Not stated/Other",3,0,0,0,3,0,3,0
"Quebec","2021","44","2021-10-31","2021-11-06","No grouping","50-59","Female",124,2,2,0,120,0,124,0
"Quebec","2021","44","2021-10-31","2021-11-06","No grouping","50-59","Male",165,1,1,0,163,0,165,0
"Quebec","2021","44","2021-10-31","2021-11-06","No grouping","50-59","Not stated/Other",1,0,0,0,1,0,1,0
"Quebec","2021","44","2021-10-31","2021-11-06","No grouping","60-69","Female",95,2,1,0,92,0,95,0
"Quebec","2021","44","2021-10-31","2021-11-06","No grouping","60-69","Male",102,1,4,0,97,0,102,0
"Quebec","2021","44","2021-10-31","2021-11-06","No grouping","60-69","Not stated/Other",1,0,0,0,1,0,1,0
"Quebec","2021","44","2021-10-31","2021-11-06","No grouping","70-79","Female",54,1,4,0,49,0,54,0
"Quebec","2021","44","2021-10-31","2021-11-06","No grouping","70-79","Male",53,1,4,0,48,0,53,0
"Quebec","2021","44","2021-10-31","2021-11-06","No grouping","70-79","Not stated/Other",1,0,0,0,1,0,1,0
"Quebec","2021","44","2021-10-31","2021-11-06","No grouping","80+","Female",44,1,10,0,33,0,44,0
"Quebec","2021","44","2021-10-31","2021-11-06","No grouping","80+","Male",33,2,7,0,24,0,33,0
"Quebec","2021","44","2021-10-31","2021-11-06","No grouping","80+","Not stated/Other",0,0,0,0,0,0,0,0
"Quebec","2021","44","2021-10-31","2021-11-06","No grouping","Not stated","Female",0,0,0,0,0,0,0,0
"Quebec","2021","44","2021-10-31","2021-11-06","No grouping","Not stated","Male",1,0,0,0,1,0,1,0
"Quebec","2021","44","2021-10-31","2021-11-06","No grouping","Not stated","Not stated/Other",3,0,0,0,3,0,3,0
"Quebec","2021","45","2021-11-07","2021-11-13","No grouping","0-19","Female",921,0,0,0,921,0,921,0
"Quebec","2021","45","2021-11-07","2021-11-13","No grouping","0-19","Male",1000,0,0,0,1000,0,1000,0
"Quebec","2021","45","2021-11-07","2021-11-13","No grouping","0-19","Not stated/Other",2,0,0,0,2,0,2,0
"Quebec","2021","45","2021-11-07","2021-11-13","No grouping","20-29","Female",254,2,3,0,249,0,254,0
"Quebec","2021","45","2021-11-07","2021-11-13","No grouping","20-29","Male",198,1,1,0,196,0,198,0
"Quebec","2021","45","2021-11-07","2021-11-13","No grouping","20-29","Not stated/Other",1,0,0,0,1,0,1,0
"Quebec","2021","45","2021-11-07","2021-11-13","No grouping","30-39","Female",340,0,9,0,331,0,340,0
"Quebec","2021","45","2021-11-07","2021-11-13","No grouping","30-39","Male",265,2,3,0,260,0,265,0
"Quebec","2021","45","2021-11-07","2021-11-13","No grouping","30-39","Not stated/Other",0,0,0,0,0,0,0,0
"Quebec","2021","45","2021-11-07","2021-11-13","No grouping","40-49","Female",285,1,5,0,279,0,285,0
"Quebec","2021","45","2021-11-07","2021-11-13","No grouping","40-49","Male",254,3,3,0,248,0,254,0
"Quebec","2021","45","2021-11-07","2021-11-13","No grouping","40-49","Not stated/Other",1,0,0,0,1,0,1,0
"Quebec","2021","45","2021-11-07","2021-11-13","No grouping","50-59","Female",140,1,4,0,135,0,140,0
"Quebec","2021","45","2021-11-07","2021-11-13","No grouping","50-59","Male",178,4,6,0,168,0,178,0
"Quebec","2021","45","2021-11-07","2021-11-13","No grouping","50-59","Not stated/Other",0,0,0,0,0,0,0,0
"Quebec","2021","45","2021-11-07","2021-11-13","No grouping","60-69","Female",104,3,4,0,97,0,104,0
"Quebec","2021","45","2021-11-07","2021-11-13","No grouping","60-69","Male",115,4,4,0,107,0,115,0
"Quebec","2021","45","2021-11-07","2021-11-13","No grouping","60-69","Not stated/Other",0,0,0,0,0,0,0,0
"Quebec","2021","45","2021-11-07","2021-11-13","No grouping","70-79","Female",50,2,1,0,47,0,50,0
"Quebec","2021","45","2021-11-07","2021-11-13","No grouping","70-79","Male",52,4,4,0,44,0,52,0
"Quebec","2021","45","2021-11-07","2021-11-13","No grouping","70-79","Not stated/Other",0,0,0,0,0,0,0,0
"Quebec","2021","45","2021-11-07","2021-11-13","No grouping","80+","Female",35,3,7,0,25,0,35,0
"Quebec","2021","45","2021-11-07","2021-11-13","No grouping","80+","Male",19,1,6,0,12,0,19,0
"Quebec","2021","45","2021-11-07","2021-11-13","No grouping","80+","Not stated/Other",0,0,0,0,0,0,0,0
"Quebec","2021","45","2021-11-07","2021-11-13","No grouping","Not stated","Female",1,0,0,0,1,0,1,0
"Quebec","2021","45","2021-11-07","2021-11-13","No grouping","Not stated","Male",2,0,0,0,2,0,2,0
"Quebec","2021","45","2021-11-07","2021-11-13","No grouping","Not stated","Not stated/Other",0,0,0,0,0,0,0,0
"Quebec","2021","46","2021-11-14","2021-11-20","No grouping","0-19","Female",1030,0,3,0,1027,0,1030,0
"Quebec","2021","46","2021-11-14","2021-11-20","No grouping","0-19","Male",1073,0,4,0,1069,0,1073,0
"Quebec","2021","46","2021-11-14","2021-11-20","No grouping","0-19","Not stated/Other",4,0,0,0,4,0,4,0
"Quebec","2021","46","2021-11-14","2021-11-20","No grouping","20-29","Female",231,0,4,0,227,0,231,0
"Quebec","2021","46","2021-11-14","2021-11-20","No grouping","20-29","Male",229,0,4,0,225,0,229,0
"Quebec","2021","46","2021-11-14","2021-11-20","No grouping","20-29","Not stated/Other",2,0,0,0,2,0,2,0
"Quebec","2021","46","2021-11-14","2021-11-20","No grouping","30-39","Female",375,0,11,0,364,0,375,0
"Quebec","2021","46","2021-11-14","2021-11-20","No grouping","30-39","Male",273,2,4,0,267,0,273,0
"Quebec","2021","46","2021-11-14","2021-11-20","No grouping","30-39","Not stated/Other",2,0,0,0,2,0,2,0
"Quebec","2021","46","2021-11-14","2021-11-20","No grouping","40-49","Female",334,0,3,0,331,0,334,0
"Quebec","2021","46","2021-11-14","2021-11-20","No grouping","40-49","Male",332,2,3,0,327,0,332,0
"Quebec","2021","46","2021-11-14","2021-11-20","No grouping","40-49","Not stated/Other",2,0,0,0,2,0,2,0
"Quebec","2021","46","2021-11-14","2021-11-20","No grouping","50-59","Female",178,2,5,0,171,0,178,0
"Quebec","2021","46","2021-11-14","2021-11-20","No grouping","50-59","Male",234,6,3,0,225,0,234,0
"Quebec","2021","46","2021-11-14","2021-11-20","No grouping","50-59","Not stated/Other",1,0,0,0,1,0,1,0
"Quebec","2021","46","2021-11-14","2021-11-20","No grouping","60-69","Female",126,3,2,0,121,0,126,0
"Quebec","2021","46","2021-11-14","2021-11-20","No grouping","60-69","Male",154,7,6,0,141,0,154,0
"Quebec","2021","46","2021-11-14","2021-11-20","No grouping","60-69","Not stated/Other",2,0,0,0,2,0,2,0
"Quebec","2021","46","2021-11-14","2021-11-20","No grouping","70-79","Female",67,1,4,0,62,0,67,0
"Quebec","2021","46","2021-11-14","2021-11-20","No grouping","70-79","Male",62,7,4,0,51,0,62,0
"Quebec","2021","46","2021-11-14","2021-11-20","No grouping","70-79","Not stated/Other",0,0,0,0,0,0,0,0
"Quebec","2021","46","2021-11-14","2021-11-20","No grouping","80+","Female",33,2,5,0,26,0,33,0
"Quebec","2021","46","2021-11-14","2021-11-20","No grouping","80+","Male",36,2,11,0,23,0,36,0
"Quebec","2021","46","2021-11-14","2021-11-20","No grouping","80+","Not stated/Other",0,0,0,0,0,0,0,0
"Quebec","2021","46","2021-11-14","2021-11-20","No grouping","Not stated","Female",2,0,0,0,2,0,2,0
"Quebec","2021","46","2021-11-14","2021-11-20","No grouping","Not stated","Male",1,0,0,0,1,0,1,0
"Quebec","2021","46","2021-11-14","2021-11-20","No grouping","Not stated","Not stated/Other",0,0,0,0,0,0,0,0
"Quebec","2021","47","2021-11-21","2021-11-27","No grouping","0-19","Female",1332,0,3,0,1329,0,1332,0
"Quebec","2021","47","2021-11-21","2021-11-27","No grouping","0-19","Male",1430,0,3,0,1427,0,1430,0
"Quebec","2021","47","2021-11-21","2021-11-27","No grouping","0-19","Not stated/Other",1,0,0,0,1,0,1,0
"Quebec","2021","47","2021-11-21","2021-11-27","No grouping","20-29","Female",268,2,3,0,263,0,268,0
"Quebec","2021","47","2021-11-21","2021-11-27","No grouping","20-29","Male",238,1,0,0,237,0,238,0
"Quebec","2021","47","2021-11-21","2021-11-27","No grouping","20-29","Not stated/Other",1,0,0,0,1,0,1,0
"Quebec","2021","47","2021-11-21","2021-11-27","No grouping","30-39","Female",494,2,5,0,487,0,494,0
"Quebec","2021","47","2021-11-21","2021-11-27","No grouping","30-39","Male",390,1,1,0,388,0,390,0
"Quebec","2021","47","2021-11-21","2021-11-27","No grouping","30-39","Not stated/Other",1,0,0,0,1,0,1,0
"Quebec","2021","47","2021-11-21","2021-11-27","No grouping","40-49","Female",470,1,2,0,467,0,470,0
"Quebec","2021","47","2021-11-21","2021-11-27","No grouping","40-49","Male",445,3,5,0,437,0,445,0
"Quebec","2021","47","2021-11-21","2021-11-27","No grouping","40-49","Not stated/Other",0,0,0,0,0,0,0,0
"Quebec","2021","47","2021-11-21","2021-11-27","No grouping","50-59","Female",234,3,5,0,226,0,234,0
"Quebec","2021","47","2021-11-21","2021-11-27","No grouping","50-59","Male",263,6,8,0,249,0,263,0
"Quebec","2021","47","2021-11-21","2021-11-27","No grouping","50-59","Not stated/Other",2,0,0,0,2,0,2,0
"Quebec","2021","47","2021-11-21","2021-11-27","No grouping","60-69","Female",152,2,6,0,144,0,152,0
"Quebec","2021","47","2021-11-21","2021-11-27","No grouping","60-69","Male",152,9,6,0,137,0,152,0
"Quebec","2021","47","2021-11-21","2021-11-27","No grouping","60-69","Not stated/Other",1,0,0,0,1,0,1,0
"Quebec","2021","47","2021-11-21","2021-11-27","No grouping","70-79","Female",89,4,8,0,77,0,89,0
"Quebec","2021","47","2021-11-21","2021-11-27","No grouping","70-79","Male",85,7,10,0,68,0,85,0
"Quebec","2021","47","2021-11-21","2021-11-27","No grouping","70-79","Not stated/Other",0,0,0,0,0,0,0,0
"Quebec","2021","47","2021-11-21","2021-11-27","No grouping","80+","Female",52,3,7,0,42,0,52,0
"Quebec","2021","47","2021-11-21","2021-11-27","No grouping","80+","Male",40,2,9,0,29,0,40,0
"Quebec","2021","47","2021-11-21","2021-11-27","No grouping","80+","Not stated/Other",0,0,0,0,0,0,0,0
"Quebec","2021","47","2021-11-21","2021-11-27","No grouping","Not stated","Female",0,0,0,0,0,0,0,0
"Quebec","2021","47","2021-11-21","2021-11-27","No grouping","Not stated","Male",1,0,0,0,1,0,1,0
"Quebec","2021","47","2021-11-21","2021-11-27","No grouping","Not stated","Not stated/Other",0,0,0,0,0,0,0,0
"Quebec","2021","48","2021-11-28","2021-12-04","No grouping","0-19","Female",1723,0,2,0,1721,0,1723,0
"Quebec","2021","48","2021-11-28","2021-12-04","No grouping","0-19","Male",1778,0,0,0,1778,0,1778,0
"Quebec","2021","48","2021-11-28","2021-12-04","No grouping","0-19","Not stated/Other",4,0,0,0,4,0,4,0
"Quebec","2021","48","2021-11-28","2021-12-04","No grouping","20-29","Female",363,1,1,0,361,0,363,0
"Quebec","2021","48","2021-11-28","2021-12-04","No grouping","20-29","Male",330,2,1,0,327,0,330,0
"Quebec","2021","48","2021-11-28","2021-12-04","No grouping","20-29","Not stated/Other",0,0,0,0,0,0,0,0
"Quebec","2021","48","2021-11-28","2021-12-04","No grouping","30-39","Female",708,0,8,0,700,0,708,0
"Quebec","2021","48","2021-11-28","2021-12-04","No grouping","30-39","Male",539,0,5,0,534,0,539,0
"Quebec","2021","48","2021-11-28","2021-12-04","No grouping","30-39","Not stated/Other",0,0,0,0,0,0,0,0
"Quebec","2021","48","2021-11-28","2021-12-04","No grouping","40-49","Female",568,1,3,0,564,0,568,0
"Quebec","2021","48","2021-11-28","2021-12-04","No grouping","40-49","Male",593,5,2,0,586,0,593,0
"Quebec","2021","48","2021-11-28","2021-12-04","No grouping","40-49","Not stated/Other",0,0,0,0,0,0,0,0
"Quebec","2021","48","2021-11-28","2021-12-04","No grouping","50-59","Female",329,1,3,0,325,0,329,0
"Quebec","2021","48","2021-11-28","2021-12-04","No grouping","50-59","Male",389,6,6,0,377,0,389,0
"Quebec","2021","48","2021-11-28","2021-12-04","No grouping","50-59","Not stated/Other",0,0,0,0,0,0,0,0
"Quebec","2021","48","2021-11-28","2021-12-04","No grouping","60-69","Female",260,3,11,0,246,0,260,0
"Quebec","2021","48","2021-11-28","2021-12-04","No grouping","60-69","Male",244,8,8,0,228,0,244,0
"Quebec","2021","48","2021-11-28","2021-12-04","No grouping","60-69","Not stated/Other",1,0,0,0,1,0,1,0
"Quebec","2021","48","2021-11-28","2021-12-04","No grouping","70-79","Female",130,3,7,0,120,0,130,0
"Quebec","2021","48","2021-11-28","2021-12-04","No grouping","70-79","Male",142,6,10,0,126,0,142,0
"Quebec","2021","48","2021-11-28","2021-12-04","No grouping","70-79","Not stated/Other",0,0,0,0,0,0,0,0
"Quebec","2021","48","2021-11-28","2021-12-04","No grouping","80+","Female",49,0,11,0,38,0,49,0
"Quebec","2021","48","2021-11-28","2021-12-04","No grouping","80+","Male",44,0,7,0,37,0,44,0
"Quebec","2021","48","2021-11-28","2021-12-04","No grouping","80+","Not stated/Other",0,0,0,0,0,0,0,0
"Quebec","2021","48","2021-11-28","2021-12-04","No grouping","Not stated","Female",0,0,0,0,0,0,0,0
"Quebec","2021","48","2021-11-28","2021-12-04","No grouping","Not stated","Male",1,0,0,0,1,0,1,0
"Quebec","2021","48","2021-11-28","2021-12-04","No grouping","Not stated","Not stated/Other",1,0,0,0,1,0,1,0
"Quebec","2021","49","2021-12-05","2021-12-11","No grouping","0-19","Female",2359,0,4,0,2355,0,2359,0
"Quebec","2021","49","2021-12-05","2021-12-11","No grouping","0-19","Male",2591,0,2,0,2589,0,2591,0
"Quebec","2021","49","2021-12-05","2021-12-11","No grouping","0-19","Not stated/Other",5,0,0,0,5,0,5,0
"Quebec","2021","49","2021-12-05","2021-12-11","No grouping","20-29","Female",568,2,4,0,562,0,568,0
"Quebec","2021","49","2021-12-05","2021-12-11","No grouping","20-29","Male",504,1,5,0,498,0,504,0
"Quebec","2021","49","2021-12-05","2021-12-11","No grouping","20-29","Not stated/Other",1,0,0,0,1,0,1,0
"Quebec","2021","49","2021-12-05","2021-12-11","No grouping","30-39","Female",961,1,15,0,945,0,961,0
"Quebec","2021","49","2021-12-05","2021-12-11","No grouping","30-39","Male",804,2,6,0,796,0,804,0
"Quebec","2021","49","2021-12-05","2021-12-11","No grouping","30-39","Not stated/Other",0,0,0,0,0,0,0,0
"Quebec","2021","49","2021-12-05","2021-12-11","No grouping","40-49","Female",897,0,4,0,893,0,897,0
"Quebec","2021","49","2021-12-05","2021-12-11","No grouping","40-49","Male",879,4,4,0,871,0,879,0
"Quebec","2021","49","2021-12-05","2021-12-11","No grouping","40-49","Not stated/Other",1,0,0,0,1,0,1,0
"Quebec","2021","49","2021-12-05","2021-12-11","No grouping","50-59","Female",422,3,6,0,413,0,422,0
"Quebec","2021","49","2021-12-05","2021-12-11","No grouping","50-59","Male",571,6,10,0,555,0,571,0
"Quebec","2021","49","2021-12-05","2021-12-11","No grouping","50-59","Not stated/Other",1,0,0,0,1,0,1,0
"Quebec","2021","49","2021-12-05","2021-12-11","No grouping","60-69","Female",358,8,13,0,337,0,358,0
"Quebec","2021","49","2021-12-05","2021-12-11","No grouping","60-69","Male",371,14,4,0,353,0,371,0
"Quebec","2021","49","2021-12-05","2021-12-11","No grouping","60-69","Not stated/Other",1,0,0,0,1,0,1,0
"Quebec","2021","49","2021-12-05","2021-12-11","No grouping","70-79","Female",182,4,11,0,167,0,182,0
"Quebec","2021","49","2021-12-05","2021-12-11","No grouping","70-79","Male",173,13,15,0,145,0,173,0
"Quebec","2021","49","2021-12-05","2021-12-11","No grouping","70-79","Not stated/Other",0,0,0,0,0,0,0,0
"Quebec","2021","49","2021-12-05","2021-12-11","No grouping","80+","Female",76,2,20,0,54,0,76,0
"Quebec","2021","49","2021-12-05","2021-12-11","No grouping","80+","Male",75,4,25,0,46,0,75,0
"Quebec","2021","49","2021-12-05","2021-12-11","No grouping","80+","Not stated/Other",0,0,0,0,0,0,0,0
"Quebec","2021","49","2021-12-05","2021-12-11","No grouping","Not stated","Female",0,0,0,0,0,0,0,0
"Quebec","2021","49","2021-12-05","2021-12-11","No grouping","Not stated","Male",0,0,0,0,0,0,0,0
"Quebec","2021","49","2021-12-05","2021-12-11","No grouping","Not stated","Not stated/Other",2,0,0,0,2,0,2,0
"Quebec","2021","5","2021-01-31","2021-02-06","No grouping","0-19","Female",975,0,2,0,973,0,975,0
"Quebec","2021","5","2021-01-31","2021-02-06","No grouping","0-19","Male",1055,0,1,0,1054,0,1055,0
"Quebec","2021","5","2021-01-31","2021-02-06","No grouping","0-19","Not stated/Other",4,0,0,0,4,0,4,0
"Quebec","2021","5","2021-01-31","2021-02-06","No grouping","20-29","Female",389,0,5,0,384,0,389,0
"Quebec","2021","5","2021-01-31","2021-02-06","No grouping","20-29","Male",424,0,1,0,423,0,424,0
"Quebec","2021","5","2021-01-31","2021-02-06","No grouping","20-29","Not stated/Other",1,0,0,0,1,0,1,0
"Quebec","2021","5","2021-01-31","2021-02-06","No grouping","30-39","Female",524,0,15,0,509,0,524,0
"Quebec","2021","5","2021-01-31","2021-02-06","No grouping","30-39","Male",467,0,7,0,460,0,467,0
"Quebec","2021","5","2021-01-31","2021-02-06","No grouping","30-39","Not stated/Other",0,0,0,0,0,0,0,0
"Quebec","2021","5","2021-01-31","2021-02-06","No grouping","40-49","Female",489,0,8,0,481,0,489,0
"Quebec","2021","5","2021-01-31","2021-02-06","No grouping","40-49","Male",516,7,2,0,507,0,516,0
"Quebec","2021","5","2021-01-31","2021-02-06","No grouping","40-49","Not stated/Other",0,0,0,0,0,0,0,0
"Quebec","2021","5","2021-01-31","2021-02-06","No grouping","50-59","Female",367,2,9,0,356,0,367,0
"Quebec","2021","5","2021-01-31","2021-02-06","No grouping","50-59","Male",447,13,16,0,418,0,447,0
"Quebec","2021","5","2021-01-31","2021-02-06","No grouping","50-59","Not stated/Other",1,0,0,0,1,0,1,0
"Quebec","2021","5","2021-01-31","2021-02-06","No grouping","60-69","Female",235,4,16,0,215,0,235,0
"Quebec","2021","5","2021-01-31","2021-02-06","No grouping","60-69","Male",277,7,16,0,254,0,277,0
"Quebec","2021","5","2021-01-31","2021-02-06","No grouping","60-69","Not stated/Other",1,0,0,0,1,0,1,0
"Quebec","2021","5","2021-01-31","2021-02-06","No grouping","70-79","Female",112,8,22,0,82,0,112,0
"Quebec","2021","5","2021-01-31","2021-02-06","No grouping","70-79","Male",113,11,29,0,73,0,113,0
"Quebec","2021","5","2021-01-31","2021-02-06","No grouping","70-79","Not stated/Other",0,0,0,0,0,0,0,0
"Quebec","2021","5","2021-01-31","2021-02-06","No grouping","80+","Female",195,10,51,0,134,0,195,0
"Quebec","2021","5","2021-01-31","2021-02-06","No grouping","80+","Male",76,3,29,0,44,0,76,0
"Quebec","2021","5","2021-01-31","2021-02-06","No grouping","80+","Not stated/Other",0,0,0,0,0,0,0,0
"Quebec","2021","5","2021-01-31","2021-02-06","No grouping","Not stated","Female",0,0,0,0,0,0,0,0
"Quebec","2021","5","2021-01-31","2021-02-06","No grouping","Not stated","Male",1,0,0,0,1,0,1,0
"Quebec","2021","5","2021-01-31","2021-02-06","No grouping","Not stated","Not stated/Other",1,0,0,0,1,0,1,0
"Quebec","2021","50","2021-12-12","2021-12-18","No grouping","0-19","Female",3758,2,7,0,3749,0,3758,0
"Quebec","2021","50","2021-12-12","2021-12-18","No grouping","0-19","Male",4136,1,9,0,4126,0,4136,0
"Quebec","2021","50","2021-12-12","2021-12-18","No grouping","0-19","Not stated/Other",1,0,0,0,1,0,1,0
"Quebec","2021","50","2021-12-12","2021-12-18","No grouping","20-29","Female",2149,2,8,0,2139,0,2149,0
"Quebec","2021","50","2021-12-12","2021-12-18","No grouping","20-29","Male",1902,2,1,0,1899,0,1902,0
"Quebec","2021","50","2021-12-12","2021-12-18","No grouping","20-29","Not stated/Other",5,0,0,0,5,0,5,0
"Quebec","2021","50","2021-12-12","2021-12-18","No grouping","30-39","Female",2443,1,13,0,2429,0,2443,0
"Quebec","2021","50","2021-12-12","2021-12-18","No grouping","30-39","Male",2246,2,3,0,2241,0,2246,0
"Quebec","2021","50","2021-12-12","2021-12-18","No grouping","30-39","Not stated/Other",2,0,0,0,2,0,2,0
"Quebec","2021","50","2021-12-12","2021-12-18","No grouping","40-49","Female",2081,4,9,0,2068,0,2081,0
"Quebec","2021","50","2021-12-12","2021-12-18","No grouping","40-49","Male",2104,6,7,0,2091,0,2104,0
"Quebec","2021","50","2021-12-12","2021-12-18","No grouping","40-49","Not stated/Other",3,0,0,0,3,0,3,0
"Quebec","2021","50","2021-12-12","2021-12-18","No grouping","50-59","Female",1129,4,13,0,1112,0,1129,0
"Quebec","2021","50","2021-12-12","2021-12-18","No grouping","50-59","Male",1364,12,20,0,1332,0,1364,0
"Quebec","2021","50","2021-12-12","2021-12-18","No grouping","50-59","Not stated/Other",1,0,0,0,1,0,1,0
"Quebec","2021","50","2021-12-12","2021-12-18","No grouping","60-69","Female",755,3,18,0,734,0,755,0
"Quebec","2021","50","2021-12-12","2021-12-18","No grouping","60-69","Male",808,16,7,0,785,0,808,0
"Quebec","2021","50","2021-12-12","2021-12-18","No grouping","60-69","Not stated/Other",0,0,0,0,0,0,0,0
"Quebec","2021","50","2021-12-12","2021-12-18","No grouping","70-79","Female",356,12,20,0,324,0,356,0
"Quebec","2021","50","2021-12-12","2021-12-18","No grouping","70-79","Male",388,12,29,0,347,0,388,0
"Quebec","2021","50","2021-12-12","2021-12-18","No grouping","70-79","Not stated/Other",1,0,0,0,1,0,1,0
"Quebec","2021","50","2021-12-12","2021-12-18","No grouping","80+","Female",143,1,25,0,117,0,143,0
"Quebec","2021","50","2021-12-12","2021-12-18","No grouping","80+","Male",128,7,28,0,93,0,128,0
"Quebec","2021","50","2021-12-12","2021-12-18","No grouping","80+","Not stated/Other",0,0,0,0,0,0,0,0
"Quebec","2021","50","2021-12-12","2021-12-18","No grouping","Not stated","Female",0,0,0,0,0,0,0,0
"Quebec","2021","50","2021-12-12","2021-12-18","No grouping","Not stated","Male",2,0,0,0,2,0,2,0
"Quebec","2021","50","2021-12-12","2021-12-18","No grouping","Not stated","Not stated/Other",0,0,0,0,0,0,0,0
"Quebec","2021","51","2021-12-19","2021-12-25","No grouping","0-19","Female",7738,1,23,0,7714,0,7738,0
"Quebec","2021","51","2021-12-19","2021-12-25","No grouping","0-19","Male",7313,1,24,0,7288,0,7313,0
"Quebec","2021","51","2021-12-19","2021-12-25","No grouping","0-19","Not stated/Other",8,0,0,0,8,0,8,0
"Quebec","2021","51","2021-12-19","2021-12-25","No grouping","20-29","Female",9676,2,38,0,9636,0,9676,0
"Quebec","2021","51","2021-12-19","2021-12-25","No grouping","20-29","Male",8270,2,9,0,8259,0,8270,0
"Quebec","2021","51","2021-12-19","2021-12-25","No grouping","20-29","Not stated/Other",9,0,0,0,9,0,9,0
"Quebec","2021","51","2021-12-19","2021-12-25","No grouping","30-39","Female",6480,2,41,0,6437,0,6480,0
"Quebec","2021","51","2021-12-19","2021-12-25","No grouping","30-39","Male",6365,6,11,0,6348,0,6365,0
"Quebec","2021","51","2021-12-19","2021-12-25","No grouping","30-39","Not stated/Other",7,0,0,0,7,0,7,0
"Quebec","2021","51","2021-12-19","2021-12-25","No grouping","40-49","Female",5041,6,21,0,5014,0,5041,0
"Quebec","2021","51","2021-12-19","2021-12-25","No grouping","40-49","Male",5032,10,6,0,5016,0,5032,0
"Quebec","2021","51","2021-12-19","2021-12-25","No grouping","40-49","Not stated/Other",4,0,0,0,4,0,4,0
"Quebec","2021","51","2021-12-19","2021-12-25","No grouping","50-59","Female",3151,7,11,0,3133,0,3151,0
"Quebec","2021","51","2021-12-19","2021-12-25","No grouping","50-59","Male",3459,12,25,0,3422,0,3459,0
"Quebec","2021","51","2021-12-19","2021-12-25","No grouping","50-59","Not stated/Other",1,0,0,0,1,0,1,0
"Quebec","2021","51","2021-12-19","2021-12-25","No grouping","60-69","Female",1641,14,34,0,1593,0,1641,0
"Quebec","2021","51","2021-12-19","2021-12-25","No grouping","60-69","Male",1894,27,38,0,1829,0,1894,0
"Quebec","2021","51","2021-12-19","2021-12-25","No grouping","60-69","Not stated/Other",1,0,0,0,1,0,1,0
"Quebec","2021","51","2021-12-19","2021-12-25","No grouping","70-79","Female",634,13,38,0,583,0,634,0
"Quebec","2021","51","2021-12-19","2021-12-25","No grouping","70-79","Male",714,16,60,0,638,0,714,0
"Quebec","2021","51","2021-12-19","2021-12-25","No grouping","70-79","Not stated/Other",0,0,0,0,0,0,0,0
"Quebec","2021","51","2021-12-19","2021-12-25","No grouping","80+","Female",371,8,52,0,311,0,371,0
"Quebec","2021","51","2021-12-19","2021-12-25","No grouping","80+","Male",338,12,71,0,255,0,338,0
"Quebec","2021","51","2021-12-19","2021-12-25","No grouping","80+","Not stated/Other",0,0,0,0,0,0,0,0
"Quebec","2021","51","2021-12-19","2021-12-25","No grouping","Not stated","Female",1,0,0,0,1,0,1,0
"Quebec","2021","51","2021-12-19","2021-12-25","No grouping","Not stated","Male",3,0,0,0,3,0,3,0
"Quebec","2021","51","2021-12-19","2021-12-25","No grouping","Not stated","Not stated/Other",5,0,0,0,5,0,5,0
"Quebec","2021","52","2021-12-26","2022-01-01","No grouping","0-19","Female",10704,6,36,0,10662,0,10704,0
"Quebec","2021","52","2021-12-26","2022-01-01","No grouping","0-19","Male",9695,10,33,0,9652,0,9695,0
"Quebec","2021","52","2021-12-26","2022-01-01","No grouping","0-19","Not stated/Other",20,0,0,0,20,0,20,0
"Quebec","2021","52","2021-12-26","2022-01-01","No grouping","20-29","Female",12686,4,94,0,12588,0,12686,0
"Quebec","2021","52","2021-12-26","2022-01-01","No grouping","20-29","Male",9769,7,15,0,9747,0,9769,0
"Quebec","2021","52","2021-12-26","2022-01-01","No grouping","20-29","Not stated/Other",28,0,0,0,28,0,28,0
"Quebec","2021","52","2021-12-26","2022-01-01","No grouping","30-39","Female",10017,6,100,0,9911,0,10017,0
"Quebec","2021","52","2021-12-26","2022-01-01","No grouping","30-39","Male",8265,2,21,0,8242,0,8265,0
"Quebec","2021","52","2021-12-26","2022-01-01","No grouping","30-39","Not stated/Other",13,0,0,0,13,0,13,0
"Quebec","2021","52","2021-12-26","2022-01-01","No grouping","40-49","Female",9740,8,33,0,9699,0,9740,0
"Quebec","2021","52","2021-12-26","2022-01-01","No grouping","40-49","Male",7932,15,30,0,7887,0,7932,0
"Quebec","2021","52","2021-12-26","2022-01-01","No grouping","40-49","Not stated/Other",6,0,0,0,6,0,6,0
"Quebec","2021","52","2021-12-26","2022-01-01","No grouping","50-59","Female",7594,11,42,0,7541,0,7594,0
"Quebec","2021","52","2021-12-26","2022-01-01","No grouping","50-59","Male",6875,29,51,0,6795,0,6875,0
"Quebec","2021","52","2021-12-26","2022-01-01","No grouping","50-59","Not stated/Other",11,0,0,0,11,0,11,0
"Quebec","2021","52","2021-12-26","2022-01-01","No grouping","60-69","Female",3913,29,84,0,3800,0,3913,0
